Argentina,11,369.2833333,19.47,6,,,
Argentina,11,383.1466667,20.13333333,7,,,
Argentina,11,395.17,20.8,8,,,
Argentina,11,412.87,21.61,9,,,
Argentina,11,425.04,22.12666667,10,,,
Argentina,11,426,22.12666667,11,,,
Argentina,11,444.0666667,22.49333333,12,,,
Argentina,11,483.0833333,23.52666667,13,,,
Argentina,11,506.39,24.26333333,14,,,
Argentina,11,525.1966667,26.03333333,15,,,
Argentina,11,550.64,26.25666667,16,,,
Argentina,11,574.6833333,26.77333333,17,,,
Argentina,11,574.6833333,26.99333333,18,,,
Argentina,11,616.43,28.17333333,19,,,
Argentina,11,648.7333333,28.98666667,20,,,
Argentina,11,683.6933333,29.72333333,21,,,
Argentina,11,731.4833333,30.68,22,,,
Argentina,11,784.44,31.93666667,23,,,
Argentina,11,836.36,32.82,24,,,
Argentina,11,889.6833333,33.33666667,25,,,
Argentina,11,930.3966667,34.44333333,26,,,
Argentina,11,974.65,35.69666667,27,,,
Argentina,11,1026.643333,36.87666667,28,,,
Argentina,11,1083.36,37.46666667,29,,,
Argentina,11,1136.243333,38.35,30,,,
Argentina,11,1194.876667,38.94333333,31,,,
Uruguay,236,192.876,4.894,6,,,
Uruguay,236,193.74,4.894,7,,,
Uruguay,236,196.907,4.894,8,,,
Uruguay,236,199.785,5.182,9,,,
Uruguay,236,202.088,5.182,10,,,
Uruguay,236,203.528,5.47,11,,,
Uruguay,236,204.679,5.47,12,,,
Uruguay,236,206.407,5.47,13,,,
Uruguay,236,206.982,5.47,14,,,
Uruguay,236,208.422,5.47,15,,,
Uruguay,236,210.725,5.47,16,,,
Uruguay,236,211.013,5.47,17,,,
Uruguay,236,211.3,5.758,18,,,
Uruguay,236,212.164,5.758,19,,,
Uruguay,236,212.452,5.758,20,,,
Uruguay,236,214.755,5.758,21,,,
Uruguay,236,215.619,5.758,22,,,
Uruguay,236,216.77,5.758,23,,,
Uruguay,236,219.937,6.333,24,,,
Uruguay,236,221.376,6.333,25,,,
Uruguay,236,226.558,6.333,26,,,
Uruguay,236,227.134,6.333,27,,,
Uruguay,236,231.164,6.333,28,,,
Uruguay,236,233.467,6.333,29,,,
Uruguay,236,234.906,6.333,30,,,
Uruguay,236,236.346,6.333,31,,,
Chile,40,1151.693,14.386,6,,,
Chile,40,1205.678,14.7,7,,,
Chile,40,1285.872,14.909,8,,,
Chile,40,1358.638,15.38,9,,,
Chile,40,1423.87,15.903,10,,,
Chile,40,1510.027,16.321,11,,,
Chile,40,1572.644,16.897,12,,,
Chile,40,1659.377,17.524,13,,,
Chile,40,1798.526,18.1,14,,,
Chile,40,1937.623,18.728,15,,,
Chile,40,2068.506,20.611,16,,,
Chile,40,2167.166,22.023,17,,,
Chile,40,2290.255,23.54,18,,,
Chile,40,2409.421,25.005,19,,,
Chile,40,2593.558,26.627,20,,,
Chile,40,2804.793,28.458,21,,,
Chile,40,3012.156,30.812,22,,,
Chile,40,3235.84,32.956,23,,,
Chile,40,3420.814,35.206,24,,,
Chile,40,3614.838,37.56,25,,,
Chile,40,3870.903,39.809,26,,,
Chile,40,4078.267,42.163,27,,,
Chile,40,4304.671,43.994,28,,,
Chile,40,4548.13,46.557,29,,,
Chile,40,4741.421,49.382,30,,,
Chile,40,4962.176,52.155,31,,,
Bolivia,27,154.373,7.367,6,,,
Bolivia,27,161.569,7.796,7,,,
Bolivia,27,178.274,8.738,8,,,
Bolivia,27,194.123,9.081,9,,,
Bolivia,27,208.772,9.766,10,,,
Bolivia,27,218.966,10.109,11,,,
Bolivia,27,242.525,10.451,12,,,
Bolivia,27,253.919,10.965,13,,,
Bolivia,27,269.682,12.165,14,,,
Bolivia,27,288.871,13.021,15,,,
Bolivia,27,306.433,14.049,16,,,
Bolivia,27,327.764,14.135,17,,,
Bolivia,27,350.209,14.478,18,,,
Bolivia,27,365.201,14.906,19,,,
Bolivia,27,383.876,16.191,20,,,
Bolivia,27,421.399,17.048,21,,,
Bolivia,27,444.358,18.419,22,,,
Bolivia,27,477.939,19.704,23,,,
Bolivia,27,506.724,20.56,24,,,
Bolivia,27,536.536,21.417,25,,,
Bolivia,27,570.546,22.359,26,,,
Bolivia,27,611.324,23.473,27,,,
Bolivia,27,665.466,23.987,28,,,
Bolivia,27,718.494,25.101,29,,,
Bolivia,27,747.964,25.7,30,,,
Bolivia,27,821.723,26.557,31,,,
Peru,178,1552.506,43.795,6,,,
Peru,178,1662.54,46.494,7,,,
Peru,178,1775.03,49.345,8,,,
Peru,178,1875.752,51.984,9,,,
Peru,178,1971.834,55.017,10,,,
Peru,178,2041.348,57.291,11,,,
Peru,178,2087.296,59.475,12,,,
Peru,178,2185.471,62.387,13,,,
Peru,178,2314.277,65.783,14,,,
Peru,178,2444.631,68.756,15,,,
Peru,178,2562.641,72.577,16,,,
Peru,178,2685.352,76.52,17,,,
Peru,178,2798.539,80.311,18,,,
Peru,178,2879.214,84.587,19,,,
Peru,178,3017.211,88.378,20,,,
Peru,178,3154.813,91.715,21,,,
Peru,178,3298.845,95.475,22,,,
Peru,178,3387.678,98.387,23,,,
Peru,178,3510.692,102.299,24,,,
Peru,178,3638.225,104.817,25,,,
Peru,178,3760.147,110.064,26,,,
Peru,178,3935.206,114.886,27,,,
Peru,178,4121.85,120.8,28,,,
Peru,178,4300.002,124.318,29,,,
Peru,178,4497.322,128.291,30,,,
Peru,178,4721.331,132.568,31,,,
Ecuador,56,1806.999,88.93,6,,,
Ecuador,56,1667.511,91.707,7,,,
Ecuador,56,1717.276,93.748,8,,,
Ecuador,56,1633.39,96.582,9,,,
Ecuador,56,1647.73,97.319,10,,,
Ecuador,56,1675.39,120.557,11,,,
Ecuador,56,1672.556,121.578,12,,,
Ecuador,56,1724.134,131.893,13,,,
Ecuador,56,1727.932,132.29,14,,,
Ecuador,56,1728.838,132.517,15,,,
Ecuador,56,1783.534,147.027,16,,,
Ecuador,56,1856.991,152.355,17,,,
Ecuador,56,1880.74,155.075,18,,,
Ecuador,56,1903.411,158.646,19,,,
Ecuador,56,1935.662,160.913,20,,,
Ecuador,56,1975.508,163.69,21,,,
Ecuador,56,2001.127,166.581,22,,,
Ecuador,56,2030.713,173.213,23,,,
Ecuador,56,2055.086,175.48,24,,,
Ecuador,56,2083.312,176.16,25,,,
Ecuador,56,2117.263,181.544,26,,,
Ecuador,56,2117.263,181.544,27,,,
Ecuador,56,2159.659,185.625,28,,,
Ecuador,56,2180.517,187.779,29,,,
Ecuador,56,2186.185,188.969,30,,,
Ecuador,56,2186.185,188.969,31,,,
Colombia,44,169.271,7.429,6,,,
Colombia,44,176.071,7.802,7,,,
Colombia,44,185.839,7.999,8,,,
Colombia,44,197.532,8.411,9,,,
Colombia,44,206.258,8.746,10,,,
Colombia,44,217.421,9.099,11,,,
Colombia,44,228.23,9.414,12,,,
Colombia,44,241.181,9.689,13,,,
Colombia,44,254.113,10.003,14,,,
Colombia,44,267.477,10.318,15,,,
Colombia,44,279.387,10.731,16,,,
Colombia,44,293.596,11.045,17,,,
Colombia,44,306.075,11.281,18,,,
Colombia,44,320.245,11.635,19,,,
Colombia,44,332.823,12.047,20,,,
Colombia,44,347.602,12.381,21,,,
Colombia,44,360.239,12.814,22,,,
Colombia,44,375.981,13.403,23,,,
Colombia,44,396.538,13.855,24,,,
Colombia,44,416.152,14.288,25,,,
Colombia,44,431.992,14.74,26,,,
Colombia,44,452.077,15.251,27,,,
Colombia,44,473.715,15.781,28,,,
Colombia,44,498.517,16.155,29,,,
Colombia,44,524.499,16.764,30,,,
Colombia,44,554.921,17.491,31,,,
Panama,175,1743.547,48.67,6,,,
Panama,175,1791.753,50.524,7,,,
Panama,175,1823.505,52.146,8,,,
Panama,175,1870.321,53.537,9,,,
Panama,175,1919.454,54.928,10,,,
Panama,175,1957.927,56.55,11,,,
Panama,175,1996.863,57.709,12,,,
Panama,175,2035.567,58.404,13,,,
Panama,175,2072.881,59.331,14,,,
Panama,175,2113.207,60.258,15,,,
Panama,175,2147.972,61.649,16,,,
Panama,175,2189.921,62.344,17,,,
Panama,175,2226.307,63.735,18,,,
Panama,175,2254.119,64.662,19,,,
Panama,175,2286.797,65.125,20,,,
Panama,175,2312.291,66.516,21,,,
Panama,175,2344.506,67.443,22,,,
Panama,175,2379.502,68.37,23,,,
Panama,175,2451.348,69.297,24,,,
Panama,175,2532.233,70.919,25,,,
Panama,175,2591.796,71.846,26,,,
Panama,175,2652.982,72.542,27,,,
Panama,175,2718.107,73.005,28,,,
Panama,175,2811.507,74.164,29,,,
Panama,175,2904.212,75.554,30,,,
Panama,175,3017.08,76.482,31,,,
Honduras,89,128.223,9.39,6,,,
Honduras,89,147.507,9.995,7,,,
Honduras,89,170.123,10.601,8,,,
Honduras,89,178.806,10.803,9,,,
Honduras,89,184.762,10.904,10,,,
Honduras,89,199.099,10.904,11,,,
Honduras,89,202.532,11.712,12,,,
Honduras,89,210.003,12.217,13,,,
Honduras,89,227.672,12.418,14,,,
Honduras,89,234.032,13.428,15,,,
Honduras,89,248.369,13.529,16,,,
Honduras,89,258.97,13.933,17,,,
Honduras,89,267.148,14.337,18,,,
Honduras,89,282.495,14.741,19,,,
Honduras,89,298.346,14.842,20,,,
Honduras,89,312.986,15.245,21,,,
Honduras,89,323.486,15.75,22,,,
Honduras,89,351.049,16.861,23,,,
Honduras,89,377.905,17.568,24,,,
Honduras,89,398.804,18.173,25,,,
Honduras,89,422.934,18.375,26,,,
Honduras,89,444.339,18.981,27,,,
Honduras,89,468.469,19.587,28,,,
Honduras,89,479.777,19.789,29,,,
Honduras,89,493.306,20.092,30,,,
Honduras,89,514.306,20.294,31,,,
Mexico,140,201.849,19.444,6,,,
Mexico,140,214.329,20.972,7,,,
Mexico,140,229.701,22.965,8,,,
Mexico,140,244.484,24.509,9,,,
Mexico,140,259.515,26.006,10,,,
Mexico,140,271.63,26.874,11,,,
Mexico,140,281.752,27.712,12,,,
Mexico,140,297.24,30.45,13,,,
Mexico,140,311.682,32.73,14,,,
Mexico,140,330.366,34.724,15,,,
Mexico,140,349.267,36.973,16,,,
Mexico,140,365.648,39.129,17,,,
Mexico,140,381.742,40.153,18,,,
Mexico,140,400.465,41.355,19,,,
Mexico,140,421.507,43.945,20,,,
Mexico,140,438.942,47.234,21,,,
Mexico,140,462.001,50.491,22,,,
Mexico,140,484.958,54.207,23,,,
Mexico,140,510.778,55.68,24,,,
Mexico,140,532.215,57.348,25,,,
Mexico,140,551.489,59.201,26,,,
Mexico,140,578.286,63.087,27,,,
Mexico,140,605.145,66.678,28,,,
Mexico,140,631.337,70.145,29,,,
Mexico,140,656.365,73.023,30,,,
Mexico,140,678.741,75.846,31,,,
